MEP id,Name,Member State,National Party,EP Group,NOM-D1,NOM-D2
1420,PATTERSON (Ben) George Benjamin,U,2401,C,0.472,0.776
1425,PEARCE Andrew,U,2401,C,0.565,0.825
1427,PEGADO LIZ Jorge,P,2104,G,0.178,-0.547
1429,PELIKAN Jiri,I,1621,S,-0.290,0.091
1431,PENDERS Jean J.M.,N,1901,E,0.376,0.043
1434,PEREIRA LOPEZ José,P,2106,L,.,.
1435,PEREIRA Manuel,P,2106,L,0.274,0.141
1436,PEREIRA Virgílio,P,2106,L,0.255,0.063
1438,PÉREZ ROYO Fernando,E,1314,M,-0.572,0.044
1439,PERINAT ELIO Luis Guillermo,E,1301,C,0.457,0.622
1444,PERY Nicole,F,1412,S,-0.193,-0.092
1448,PETERS (Hans) Johannes Wilhelm,D,1207,S,-0.282,0.214
1450,PETRONIO Francesco,I,1601,X,0.890,-0.349
1452,PEUS Gabriele,D,1201,E,0.415,-0.101
1454,PFENNIG Gero,D,1201,E,0.475,0.037
1455,PFLIMLIN Pierre,F,1401,E,0.413,-0.195
1459,PIERMONT Dorothee,D,1204,R,-0.779,-0.342
1463,PIMENTA Carlos,P,2106,L,0.122,0.226
1465,PININFARINA Sergio,I,1616,L,0.330,0.167
1466,PINTASILGO Maria de Lourdes,P,2105,S,-0.331,0.083
1468,PINTO Pedro Augusto,P,2106,L,0.260,-0.165
1471,PIQUET René-Emile,F,1409,M,-0.459,-0.375
1473,PIRKL Fritz,D,1202,E,0.440,-0.108
1477,PISONI Ferruccio,I,1606,E,0.361,-0.105
1478,PISONI Nino,I,1606,E,0.346,-0.077
1479,PITT Terrence J. (Terry),U,2404,S,-0.672,0.445
1482,PLANAS PUCHADES Luis,E,1314,S,-0.330,0.196
1483,PLASKOVITIS Spyridon,G,1506,S,-0.376,-0.126
1485,PLUMB The Lord,U,2401,C,0.479,0.828
1487,POETSCHKI Hans,D,1201,E,0.415,-0.086
1488,POETTERING Hans-Gert,D,1201,E,0.411,-0.108
1497,POMILIO Mario,I,1606,E,0.409,-0.057
1500,PONIATOWSKI Michel C.,F,1414,L,0.419,-0.151
1502,PONS Bernard,F,1404,G,.,.
1503,PONS GRAU Josep E.,E,1314,S,-0.366,0.169
1505,PORDEA Gustave A.,F,1406,X,0.885,-0.180
1512,POULSEN Lars,K,1706,C,0.456,0.763
1514,PRAG Derek,U,2401,C,0.542,0.839
1515,PRANCHERE Pierre-Benjamin,F,1409,M,-0.556,-0.718
1517,PRICE Peter N.,U,2401,C,0.455,0.887
1521,PROUT Christopher J.,U,2401,C,0.493,0.869
1522,PROVAN James L.C.,U,2401,C,0.479,0.725
1525,PUERTA Alonso José,E,1311,M,-0.576,-0.101
1527,PUNSET I CASALS Eduardo,E,1304,N,0.088,-0.139
1533,QUIN Joyce G.,U,2404,S,-0.609,0.494
1536,RABBETHGE Renate-Charlotte,D,1201,E,0.422,-0.121
1542,RAFTERY Thomas,R,2202,E,0.422,-0.177
1544,RAGGIO Andrea,I,1613,S,-0.316,-0.039
1545,RAMÍREZ HEREDIA Juan de Dios,E,1314,S,-0.339,0.222
1560,REICHLIN Alfredo,I,1613,M,.,.
1562,REMACLE Marcel Gh.A.A.,B,1108,S,-0.267,-0.001
1564,RENAN I MANEN María Dolores,E,1314,S,-0.323,0.133
1574,RIGO Mario,I,1621,S,-0.283,0.057
1576,RINSCHE Günter,D,1201,E,0.432,-0.104
1581,ROBERTS Dame Shelagh,U,2401,C,0.529,0.847
1582,ROBLES PIQUER Carlos,E,1301,C,0.472,0.705
1586,ROELANTS DU VIVIER François M.G.A.Ch.F.,B,1104,R,-0.509,-0.305
1587,ROGALLA Dieter,D,1207,S,-0.319,0.167
1590,ROMEO Rosario,I,1618,L,0.271,0.105
1591,ROMEOS Georgios,G,1506,S,-0.356,-0.068
1592,ROMERA I ALCÀZAR Domènec,E,1301,C,0.456,0.609
1593,ROMUALDI Pino,I,1601,X,0.874,-0.189
1598,ROOY Yvonne M.C.Th. van ,N,1901,E,0.402,0.007
1599,ROSA Walter,P,2105,S,-0.358,0.113
1603,ROSSETTI Giorgio,I,1613,M,-0.280,-0.071
1604,ROSSI André,F,1413,L,0.367,-0.289
1605,ROSSI Tommaso,I,1613,M,-0.296,-0.053
1608,ROTHE Mechtild,D,1207,S,-0.383,0.129
1609,ROTHLEY Willi,D,1207,S,-0.381,0.112
1614,ROUX Jean-Pierre,F,1404,G,0.117,-0.586
1616,RUBERT DE VENTÓS Xavier,E,1315,S,-0.339,0.165
1626,RYAN Richie,R,2202,E,0.400,-0.075
1631,SABY Henri,F,1412,S,-0.212,-0.145
1637,SAKELLARIOU Jannis,D,1207,S,-0.373,0.165
1640,SALISCH Heinke,D,1207,S,-0.354,0.193
1641,SÄLZER Bernhard,D,1201,E,0.471,-0.084
1644,SANCHEZ-CUENCA MARTINEZ Felipe,E,1314,S,-0.339,0.173
1648,SANTANA LOPES Pedro Miguel de ,P,2106,L,0.246,0.092
1653,SANTOS MACHADO Manuel dos ,P,2101,E,0.359,-0.181
1656,SANZ FERNÁNDEZ Francisco Javier,E,1314,S,-0.344,0.180
1657,SAPENA GRANELL Enrique,E,1314,S,-0.312,0.190
1658,SARIDAKIS Georgios,G,1505,E,0.379,-0.169
1678,SCHIAVINATO Giuseppe,I,1618,L,0.334,0.163
1683,SCHINZEL Dieter P.A.,D,1207,S,-0.366,0.191
1686,SCHLEICHER Ursula,D,1202,E,0.427,-0.123
1688,SCHMID Gerhard,D,1207,S,-0.336,0.192
1690,SCHMIDBAUER Barbara,D,1207,S,-0.374,0.258
1692,SCHMIT Lydie,L,1804,S,-0.389,0.051
1699,SCHÖN Konrad,D,1201,E,0.424,-0.128
1703,SCHREIBER Heinz,D,1207,S,-0.288,0.264
1710,SCHWALBA-HOTH Frank,D,1204,R,-0.713,-0.476
1716,SCOTT-HOPKINS James,U,2401,C,0.541,0.841
1717,SCRIVENER Christiane,F,1410,L,0.396,0.016
1718,SEAL Barry H.,U,2404,S,-0.641,0.682
1720,SEEFELD Horst,D,1207,S,-0.269,0.208
1721,SEELER Hans-Joachim,D,1207,S,-0.268,0.245
1723,SEGRE Sergio Camillo,I,1613,M,-0.284,-0.052
1725,SEIBEL-EMMERLING Lieselotte,D,1207,S,-0.373,0.199
1728,SELIGMAN Madron Richard,U,2401,C,0.490,0.839
1729,SELVA Gustavo,I,1606,E,0.427,-0.121
1732,SHERLOCK Alexander,U,2401,C,0.602,0.791
1735,SIERRA BARDAJÍ Mateo,E,1314,S,-0.326,0.178
1737,SILVA DOMINGOS José,P,2106,L,0.344,0.032
1739,SIMMONDS Richard J.,U,2401,C,0.567,0.822
1741,SIMONS Barbara,D,1207,S,-0.364,0.190
1742,SIMPSON Anthony M.H.,U,2401,C,0.463,0.886
1751,SMITH Llewellyn T.,U,2404,S,-0.684,0.562
1766,SPÄTH Leopold,D,1201,E,0.425,-0.108
1774,SPINELLI Altiero,I,1610,M,-0.215,0.066
1775,SQUARCIALUPI Vera,I,1610,M,-0.347,-0.113
1777,STAES Paul M.J.,B,1101,R,-0.696,-0.420
1779,STARITA Giovanni,I,1606,E,0.406,-0.104
1782,STAUFFENBERG Franz Ludwig Schenk Graf von,D,1202,E,0.436,-0.096
1784,STAVROU Konstantinos,G,1505,E,0.372,-0.130
1791,STEVENSON George W.,U,2404,S,-0.631,0.599
1793,STEWART Kenneth A.,U,2404,S,-0.704,0.575
1794,STEWART-CLARK Jack,U,2401,C,0.471,0.847
1796,STIRBOIS Jean-Pierre,F,1406,X,0.952,-0.202
1803,SUÁREZ GONZÁLEZ Fernando,E,1301,C,0.440,0.547
1807,SUTRA DE GERMA Georges,F,1412,S,-0.200,-0.123
1824,TAYLOR John David,U,2410,N,0.619,0.185
1827,TELKÄMPER Wilfried,D,1204,R,-0.841,-0.281
1830,THAREAU Bernard,F,1412,S,-0.219,-0.177
1831,THEATO Diemut R.,D,1201,E,0.368,-0.154
1838,THOME-PATENOTRE Jacqueline,F,1413,G,0.510,-0.508
1848,TOGNOLI Carlo,I,1621,S,-0.219,0.043
1850,TOKSVIG Claus,K,1706,C,0.453,0.713
1851,TOLMAN Teun,N,1901,E,0.421,-0.092
1852,TOMLINSON John E.,U,2404,S,-0.566,0.544
1853,TONGUE Carole,U,2404,S,-0.575,0.414
1854,TOPMANN Günter,D,1207,S,-0.279,0.209
1857,TORTORA Enzo,I,1617,N,-0.505,-0.851
1858,TOURRAIN Raymond,F,1404,G,0.607,-0.605
1859,TOUSSAINT Michel A.E.J.,B,1107,L,0.450,0.151
1862,TRAVAGLINI Giovanni,I,1606,E,.,.
1865,TRIDENTE Alberto,I,1605,R,-0.728,-0.383
1866,TRIPODI Antonino,I,1601,X,0.916,-0.207
1867,TRIVELLI Renzo,I,1613,M,-0.314,-0.009
1869,TRUPIA Osvalda,I,1613,M,-0.306,-0.015
1873,TUCKMAN Frederick A.,U,2401,C,0.515,0.857
1878,TURNER Amédée E.,U,2401,C,0.498,0.677
1880,TZOUNIS Ioannis,G,1505,E,0.376,-0.157
1882,UEXKÜLL Jakob von,D,1204,R,-0.899,-0.377
1885,ULBURGHS Jef L.E.,B,1111,N,-0.458,-0.097
1892,VALENZI Maurizio,I,1613,M,-0.331,-0.302
1895,VALVERDE LÓPEZ José,E,1301,C,0.442,0.594
1898,VAN HEMELDONCK Marijke J.H.,B,1111,S,-0.423,0.070
1900,VAN MIERT Karel A.L.H.,B,1111,S,-0.330,0.117
1906,VANDEMEULEBROUCKE Jaak H.-A.,B,1113,R,-0.344,-0.236
1912,VANLERENBERGHE Jean-Marie,F,1401,E,0.439,-0.208
1913,VANNECK Peter B.R.,U,2401,C,0.503,0.863
1917,VARFIS Grigorios,G,1506,S,-0.308,0.026
1921,VAYSSADE Marie-Claude,F,1412,S,-0.210,-0.130
1923,VÁZQUEZ FOUZ José,E,1314,S,-0.313,0.156
1925,VEGA Y ESCANDON Luis,E,1301,E,0.466,-0.060
1926,VEIL Simone,F,1401,L,0.320,-0.001
1928,VERBEEK Herman A.,N,1904,R,-0.653,-0.406
1929,VERDE I ALDEA Josep,E,1314,S,-0.319,0.181
1930,VERGEER Willem J.,N,1901,E,0.374,0.017
1931,VERGES Paul,F,1409,M,-0.479,-0.393
1935,VERNIER Jacques,F,1404,G,0.605,-0.533
1936,VERNIMMEN Willy,B,1111,S,-0.317,0.098
1941,VETTER Heinz Oskar,D,1207,S,-0.284,0.116
1943,VGENOPOULOS Nikolaos,G,1506,S,-0.314,-0.179
1947,VIEHOFF P. (Phili) J.,N,1906,S,-0.415,0.130
1958,VISSER Ben,N,1906,S,-0.360,0.237
1960,VITALE Silvio,I,1601,X,0.442,-0.219
1962,VITTINGHOFF Kurt,D,1207,S,-0.360,0.154
1968,von der VRING Thomas ,D,1207,S,-0.314,0.194
1970,von WOGAU Karl,D,1201,E,0.422,-0.081
1974,WAAL Leen van der ,N,1907,N,0.479,0.277
1978,WAGNER Manfred W.,D,1207,S,-0.342,0.193
1981,WALTER Gerd,D,1207,S,-0.318,0.242
1987,WAWRZIK Kurt,D,1201,E,0.408,-0.103
1988,WEBER Beate,D,1207,S,-0.355,0.234
1991,WEDEKIND Rudolf,D,1201,E,0.420,0.026
1994,WELSH Michael J.,U,2401,C,0.500,0.866
1996,WENDELING Charles,F,1412,S,-0.168,-0.175
1998,WEST Norman,U,2404,S,-0.638,0.544
2000,WETTIG Klaus H.W.,D,1207,S,-0.329,0.172
2005,WIECZOREK-ZEUL Heidemarie,D,1207,S,-0.395,0.092
2009,WIJSENBEEK Florus A.,N,1909,L,0.348,0.133
2012,WOHLFART Joseph,L,1804,S,-0.293,-0.095
2014,WOLFF Claude,F,1414,L,0.408,-0.117
2016,WOLTJER Eisso P.,N,1906,S,-0.334,0.160
2019,WURTH-POLFER Lydie,L,1802,L,0.452,-0.176
2020,WURTZ Francis,F,1409,M,-0.529,-0.625
2027,ZAGARI Mario,I,1621,S,-0.308,-0.081
2028,ZAHORKA Hans-Jürgen,D,1201,E,0.404,-0.076
2031,ZARGES Axel N.,D,1201,E,0.420,-0.105
2042,ZOURNATZIS Spyridon,G,1503,X,.,.
