MEP id,Name,Member State,National Party,EP Group,NOM-D1,NOM-D2
1519,PRONK Bartho,N,1901,E,0.501,0.214
1521,PROUT Christopher J.,U,2401,C,0.581,0.780
1524,PUCCI Elda,I,1618,L,0.295,-0.740
1525,PUERTA Alonso José,E,1311,O,-0.307,0.085
1527,PUNSET I CASALS Eduardo,E,1304,L,0.303,-0.152
1530,PUTTEN Maartje J.A. van ,N,1906,S,-0.074,0.880
1532,QUERBES Jean,F,1409,M,0.009,-0.607
1534,QUISTHOUDT-ROWOHL Godelieve,D,1201,E,0.525,0.158
1535,QUISTORP Eva-Maria,D,1204,V,-0.798,-0.555
1540,RAFFARIN Jean-Pierre,F,1410,L,0.529,-0.734
1541,RAFFIN Jean-Pierre,F,1416,V,-0.700,-0.680
1543,RAFTOPOULOS Georgios,G,1506,S,-0.179,0.973
1544,RAGGIO Andrea,I,1613,S,-0.240,0.257
1545,RAMÍREZ HEREDIA Juan de Dios,E,1314,S,-0.029,0.930
1546,RANDZIO-PLATH Christa,D,1207,S,-0.138,0.977
1549,RAUTI Giuseppe,I,1601,N,0.403,-0.911
1550,RAWLINGS Patricia E.,U,2401,C,0.588,0.795
1552,READ Imelda Mary,U,2404,S,-0.209,0.977
1553,REDING Viviane,L,1803,E,0.553,0.058
1555,REGGE Tullio Eugenio,I,1613,O,-0.261,0.170
1566,REYMANN Marc,F,1401,E,0.552,0.005
1569,RIBEIRO Sérgio,P,2102,M,-0.333,-0.556
1576,RINSCHE Günter,D,1201,E,0.540,0.155
1579,RISKÆR PEDERSEN Klaus,K,1711,L,0.359,-0.437
1582,ROBLES PIQUER Carlos,E,1301,E,0.527,0.201
1587,ROGALLA Dieter,D,1207,S,-0.045,0.965
1591,ROMEOS Georgios,G,1506,S,-0.089,0.709
1592,ROMERA I ALCÀZAR Domènec,E,1301,E,0.532,0.115
1594,RONCHI Edoardo,I,1609,V,.,.
1595,RØNN Joanna,K,1708,S,-0.042,0.878
1602,ROSMINI Frédéric,F,1412,S,-0.022,0.632
1603,ROSSETTI Giorgio,I,1613,O,-0.235,0.168
1606,ROTH Claudia,D,1204,V,-0.715,-0.663
1607,ROTH-BEHRENDT Dagmar,D,1207,S,-0.084,0.896
1608,ROTHE Mechtild,D,1207,S,-0.075,0.951
1609,ROTHLEY Willi,D,1207,S,-0.036,0.937
1612,ROUMELIOTIS Panayotis,G,1506,S,-0.103,0.776
1615,ROVSING Christian Foldberg,K,1706,C,0.557,0.812
1616,RUBERT DE VENTÓS Xavier,E,1315,S,-0.058,0.415
1618,RUFFINI Mario Giovanni Guerriero,I,1606,E,.,.
1621,RUIZ-GIMÉNEZ AGUILAR Guadalupe,E,1304,L,0.246,-0.400
1622,RUIZ-MATEOS JIMÉNEZ DE TEJADA José María,E,1316,G,0.499,-0.738
1631,SABY Henri,F,1412,S,0.056,0.332
1634,SAINJON André,F,1418,S,-0.039,0.756
1637,SAKELLARIOU Jannis,D,1207,S,-0.086,0.972
1638,SALEMA O. MARTINS Margarida,P,2106,L,0.345,-0.154
1640,SALISCH Heinke,D,1207,S,-0.071,0.950
1641,SÄLZER Bernhard,D,1201,E,0.527,0.125
1642,SAMLAND Detlev,D,1207,S,-0.076,0.980
1643,SÁNCHEZ GARCÍA Isidoro,E,1305,R,-0.266,-0.954
1645,SANDBÆK Ulla Margrethe,K,1703,R,-0.435,-0.892
1652,SANTOS LÓPEZ Diego de los,E,1312,R,-0.289,-0.908
1655,SANTOS Maria Amélia,P,2103,S,-0.393,-0.133
1656,SANZ FERNÁNDEZ Francisco Javier,E,1314,S,-0.044,0.924
1657,SAPENA GRANELL Enrique,E,1314,S,-0.043,0.912
1658,SARIDAKIS Georgios,G,1505,E,0.491,0.202
1660,SARLIS Pavlos,G,1505,E,0.513,0.268
1669,SBOARINA Gabriele,I,1606,E,0.480,0.068
1679,SCHIEDERMEIER Edgar Josef,D,1202,E,0.514,0.205
1683,SCHINZEL Dieter P.A.,D,1207,S,-0.155,0.743
1684,SCHLECHTER Marcel,L,1804,S,-0.042,0.612
1685,SCHLEE Emil,D,1206,N,0.643,-0.638
1686,SCHLEICHER Ursula,D,1202,E,0.546,0.116
1688,SCHMID Gerhard,D,1207,S,-0.077,0.857
1690,SCHMIDBAUER Barbara,D,1207,S,-0.080,0.920
1697,SCHODRUCH Hans-Günter,D,1206,X,0.772,-0.497
1700,SCHÖNHUBER Franz,D,1206,N,0.668,-0.627
1711,SCHWARTZENBERG Léon,F,1412,S,-0.073,0.523
1716,SCOTT-HOPKINS James,U,2401,C,0.597,0.780
1718,SEAL Barry H.,U,2404,S,-0.192,0.611
1728,SELIGMAN Madron Richard,U,2401,C,0.516,0.659
1735,SIERRA BARDAJÍ Mateo,E,1314,S,-0.010,0.939
1738,SIMEONI Max,F,1415,R,-0.462,-0.874
1739,SIMMONDS Richard J.,U,2401,C,0.584,0.781
1741,SIMONS Barbara,D,1207,S,-0.068,0.943
1742,SIMPSON Anthony M.H.,U,2401,C,0.220,0.664
1743,SIMPSON Brian,U,2404,S,.,.
1745,SISÓ CRUELLAS Joaquín,E,1301,E,0.528,0.153
1750,SMITH Alex,U,2404,S,.,.
1751,SMITH Llewellyn T.,U,2404,S,-0.187,0.675
1756,SONNEVELD Jan,N,1901,E,0.527,0.207
1762,SOULIER André,F,1410,L,0.383,-0.626
1768,SPECIALE Roberto,I,1613,O,-0.295,0.207
1769,SPENCER Tom,U,2401,C,0.544,0.814
1770,SPERONI Francesco Enrico,I,1611,R,-0.003,-0.954
1777,STAES Paul M.J.,B,1101,V,-0.693,-0.673
1778,STAMOULIS Ioannis,G,1506,S,-0.149,0.966
1782,STAUFFENBERG Franz Ludwig Schenk Graf von,D,1202,E,0.527,0.078
1784,STAVROU Konstantinos,G,1505,E,0.512,0.190
1790,STEVENS John C.C.,U,2401,C,0.567,0.795
1791,STEVENSON George W.,U,2404,S,-0.105,0.954
1793,STEWART Kenneth A.,U,2404,S,-0.154,0.914
1794,STEWART-CLARK Jack,U,2401,C,0.601,0.763
1803,SUÁREZ GONZÁLEZ Fernando,E,1301,E,0.536,0.169
1818,TARADASH Marco,I,1617,V,-0.681,-0.632
1819,TATARELLA Giuseppe,I,1601,N,.,.
1823,TAURAN Jacques,F,1406,X,0.850,-0.470
1826,TAZDAЇT Djida,F,1416,V,-0.703,-0.659
1827,TELKÄMPER Wilfried,D,1204,V,-0.723,-0.670
1828,TERRÓN i CUSÍ Anna,E,1314,S,-0.133,0.951
1830,THAREAU Bernard,F,1412,S,-0.017,0.857
1831,THEATO Diemut R.,D,1201,E,0.533,0.147
1842,THYSSEN Marianne L.P.,B,1103,E,0.524,0.192
1844,TINDEMANS Leo C.,B,1103,E,0.524,0.172
1846,TITLEY Gary,U,2404,S,-0.132,0.990
1852,TOMLINSON John E.,U,2404,S,-0.113,0.982
1853,TONGUE Carole,U,2404,S,-0.159,0.969
1854,TOPMANN Günter,D,1207,S,-0.005,0.944
1855,TORRES COUTO José Manuel,P,2105,S,-0.088,0.866
1861,TRAUTMANN Catherine,F,1412,S,0.006,0.685
1867,TRIVELLI Renzo,I,1613,O,-0.231,0.219
1872,TSIMAS Konstantinos,G,1506,S,-0.082,0.849
1878,TURNER Amédée E.,U,2401,C,0.594,0.771
1884,UKEIWÉ Dick,F,1404,G,0.481,-0.776
1891,VALENT Dacia,I,1613,O,-0.381,0.213
1895,VALVERDE LÓPEZ José,E,1301,E,0.523,0.112
1898,VAN HEMELDONCK Marijke J.H.,B,1111,S,-0.101,0.809
1902,VAN OUTRIVE Lode J.C.,B,1111,S,-0.105,0.820
1905,van VELZEN Wim,N,1906,S,-0.077,0.972
1906,VANDEMEULEBROUCKE Jaak H.-A.,B,1113,R,-0.359,-0.727
1912,VANLERENBERGHE Jean-Marie,F,1401,E,0.608,-0.268
1921,VAYSSADE Marie-Claude,F,1412,S,0.000,0.634
1923,VÁZQUEZ FOUZ José,E,1314,S,-0.011,0.889
1924,VECCHI Luciano,I,1613,O,-0.244,0.250
1926,VEIL Simone,F,1418,L,0.352,-0.232
1928,VERBEEK Herman A.,N,1904,V,-0.713,-0.683
1929,VERDE I ALDEA Josep,E,1314,S,-0.018,0.950
1933,VERHAGEN Maxime J.M.,N,1901,E,0.508,0.124
1935,VERNIER Jacques,F,1404,G,0.659,-0.686
1939,VERTEMATI Luigi,I,1621,S,-0.034,0.676
1940,VERWAERDE Yves,F,1410,L,0.469,-0.604
1957,VISENTINI Bruno,I,1618,L,0.354,-0.024
1958,VISSER Ben,N,1906,S,-0.065,0.954
1962,VITTINGHOFF Kurt,D,1207,S,-0.089,0.781
1966,VOHRER Manfred,D,1203,L,0.345,-0.352
1968,von der VRING Thomas ,D,1207,S,-0.052,0.977
1969,von WECHMAR Rüdiger ,D,1203,L,0.367,-0.404
1970,von WOGAU Karl,D,1201,E,0.527,0.110
1973,VOYNET Dominique,F,1416,V,.,.
1974,WAAL Leen van der ,N,1907,N,0.584,-0.474
1977,WAECHTER Antoine,F,1416,V,-0.724,-0.621
1981,WALTER Gerd,D,1207,S,-0.012,0.764
1988,WEBER Beate,D,1207,S,-0.060,0.808
1994,WELSH Michael J.,U,2401,C,0.573,0.791
1998,WEST Norman,U,2404,S,-0.148,0.836
2000,WETTIG Klaus H.W.,D,1207,S,-0.034,0.987
2001,WHITE Ian,U,2404,S,-0.174,0.648
2009,WIJSENBEEK Florus A.,N,1909,L,0.387,-0.413
2011,WILSON Anthony Joseph (Joe),U,2404,S,-0.099,0.975
2016,WOLTJER Eisso P.,N,1906,S,-0.059,0.955
2019,WURTH-POLFER Lydie,L,1802,L,0.613,-0.462
2020,WURTZ Francis,F,1409,M,-0.463,-0.509
2022,WYNN Terence,U,2404,S,-0.164,0.983
2031,ZARGES Axel N.,D,1201,E,.,.
2032,ZAVVOS Georgios,G,1505,E,0.500,0.283
2034,ZELLER Adrien G.H.,F,1401,E,0.536,-0.037
